0.031700,0.050655,0.004583,1,77/6289.mat,success,0,3.787275,0.036128
0.053796,0.039013,0.030133,1,77/6300.mat,fail,0,4.666687,0.058938
0.027974,0.045008,0.051177,1,77/6615.mat,success,0,1.237715,0.062593
0.043610,0.023357,0.025592,1,77/7316.mat,fail,0,2.034631,0.034586
0.067431,0.016075,0.040729,1,77/8521.mat,success,0,2.895535,0.060918
0.022275,0.026169,0.023132,1,77/8785.mat,fail,0,2.899567,0.023402
0.088456,0.099560,0.023551,1,77/9132.mat,success,0,4.801920,0.051651
0.001351,0.057610,0.062277,1,78/161.mat,success,0,4.160306,0.036450
0.084870,0.062861,0.027522,1,78/170.mat,success,0,3.701066,0.087524
0.071460,0.039748,0.006476,1,78/5161.mat,success,0,4.439224,0.057430
0.003318,0.058526,0.031218,1,78/5195.mat,success,0,1.833976,0.086754
0.002105,0.041131,0.052725,1,78/5431.mat,success,0,3.204576,0.050922
0.044794,0.060683,0.023216,1,78/5767.mat,success,0,4.508914,0.051471
0.051308,0.003376,0.028930,1,78/6249.mat,fail,0,3.916926,0.033955
0.049283,0.019627,0.049799,1,78/6291.mat,success,0,3.643010,0.040014
0.054423,0.026897,0.002432,1,78/6837.mat,fail,0,2.351779,0.041746
0.001505,0.043060,0.058060,1,78/7968.mat,success,0,3.085218,0.030445
0.038895,0.024001,0.003496,1,78/8029.mat,fail,0,2.969610,0.053380
0.114616,0.006363,0.044277,1,78/8135.mat,fail,0,5.196043,0.098781
0.000360,0.041101,0.051340,1,78/8352.mat,success,0,3.927421,0.037236
0.019212,0.047534,0.000308,1,78/8513.mat,fail,0,3.685041,0.041992
0.083711,0.008489,0.030715,1,78/8701.mat,success,0,4.926935,0.051649
0.044028,0.009370,0.063815,1,78/8794.mat,success,0,4.293630,0.063440
0.045157,0.021954,0.071697,1,78/9555.mat,success,0,4.520886,0.104213
0.020412,0.036256,0.025560,1,78/9692.mat,fail,0,1.141949,0.039277
0.046049,0.022251,0.038356,1,79/4914.mat,fail,0,2.850009,0.028976
0.045977,0.062763,0.005328,1,79/5625.mat,success,0,4.881392,0.038713
0.049674,0.022177,0.056737,1,79/611.mat,success,0,2.821253,0.060426
0.040744,0.008540,0.036279,1,79/670.mat,fail,0,2.619089,0.029319
0.019383,0.035047,0.024820,1,79/8473.mat,fail,0,3.329015,0.051700
0.088443,0.022267,0.021614,1,80/1938.mat,fail,0,4.411734,0.083244
0.041763,0.039499,0.018275,1,80/2479.mat,success,0,2.961313,0.031321
0.061136,0.034486,0.013707,1,80/3068.mat,fail,0,4.418170,0.027899
0.001149,0.067616,0.037236,1,80/3101.mat,success,0,1.695867,0.034548
0.067800,0.011202,0.034609,1,80/3374.mat,success,0,1.780013,0.041195
0.084529,0.028130,0.013293,1,80/391.mat,fail,0,3.233610,0.056330
0.028587,0.056068,0.048747,1,80/6435.mat,success,0,2.946032,0.078862
0.046515,0.022698,0.020354,1,80/7239.mat,fail,0,4.427127,0.050007
0.022238,0.019430,0.023010,1,80/7434.mat,fail,0,0.990385,0.032672
0.024597,0.037201,0.133837,1,80/9146.mat,success,0,4.243277,0.061639
0.012200,0.084596,0.045591,1,81/1198.mat,fail,0,4.810801,0.017677
0.021931,0.075012,0.084259,1,81/1451.mat,success,0,4.545040,0.070843
0.021675,0.040712,0.061160,1,81/1910.mat,success,0,2.605758,0.068639
0.029634,0.027188,0.081468,1,81/3043.mat,fail,0,4.431314,0.042492
0.064404,0.066874,0.023072,1,81/4251.mat,success,0,4.038924,0.060296
0.007084,0.042503,0.059006,1,81/4689.mat,success,0,3.578392,0.101618
0.102045,0.047265,0.003490,1,81/5953.mat,success,0,3.916359,0.128414
0.119011,0.006434,0.038489,1,81/6610.mat,success,0,2.017572,0.071927
0.023356,0.070524,0.000120,1,81/7079.mat,fail,0,2.352025,0.033109
0.028591,0.000579,0.096438,1,81/9157.mat,fail,0,2.772042,0.082108
0.007502,0.077298,0.044446,1,81/9511.mat,success,0,4.375392,0.056591
0.038509,0.064008,0.009369,1,81/9831.mat,success,0,4.750239,0.083200
