0.050387,0.041632,0.016277,1,67/539.mat,success,0,3.326797,0.032672
0.009188,0.039423,0.077844,1,69/6404.mat,success,0,2.525604,0.064971
0.067042,0.065275,0.023313,1,71/3791.mat,success,0,1.475316,0.115144
0.081319,0.022546,0.060051,1,71/3851.mat,success,0,1.659652,0.090995
0.021840,0.112719,0.033104,1,71/4946.mat,success,0,3.745553,0.127575
0.050338,0.055997,0.034398,1,71/5259.mat,fail,0,2.952352,0.056246
0.137946,0.006097,0.026759,1,71/5265.mat,fail,0,4.675435,0.075295
0.033859,0.050760,0.015014,1,71/8417.mat,success,0,1.004279,0.067144
0.032051,0.082628,0.009031,1,71/8836.mat,success,0,3.544906,0.064619
0.033356,0.103745,0.047724,1,72/2071.mat,fail,0,4.029862,0.118160
0.065622,0.031314,0.000877,1,72/2544.mat,success,0,3.730975,0.042290
0.053740,0.005522,0.036680,1,72/2661.mat,success,0,2.423347,0.054143
0.008830,0.099661,0.044139,1,72/5610.mat,success,0,4.715024,0.107543
0.033349,0.153155,0.064571,1,72/6270.mat,fail,0,2.551205,0.160905
0.035237,0.041553,0.012626,1,73/203.mat,fail,0,6.124923,0.032016
0.036200,0.044533,0.035641,1,73/2506.mat,fail,0,2.676480,0.046197
0.024914,0.016597,0.034642,1,73/8877.mat,fail,0,1.266046,0.020475
0.035239,0.029765,0.049071,1,74/4431.mat,success,0,2.335120,0.038544
0.104191,0.055450,0.031749,1,74/5580.mat,fail,0,4.392914,0.054030
0.027665,0.048829,0.044260,1,74/7595.mat,fail,0,5.074290,0.082069
0.057159,0.091916,0.001127,1,74/7768.mat,success,0,4.133434,0.060481
0.015150,0.042784,0.030752,1,75/2956.mat,success,0,1.749308,0.043534
0.015318,0.081129,0.057434,1,75/3304.mat,success,0,3.858857,0.051350
0.038408,0.042302,0.021035,1,75/5742.mat,success,0,2.862540,0.048792
0.008519,0.043691,0.036874,1,76/1052.mat,success,0,3.586522,0.031590
0.022645,0.044449,0.045425,1,76/2453.mat,success,0,1.474409,0.054040
0.110322,0.011717,0.052067,1,76/2742.mat,success,0,2.363171,0.035952
0.015591,0.035210,0.026439,1,76/3023.mat,fail,0,3.777314,0.031500
0.058964,0.028508,0.011839,1,76/443.mat,fail,0,4.467664,0.040710
0.048289,0.021270,0.089028,1,76/4441.mat,fail,0,5.084587,0.081315
0.032650,0.001513,0.030991,1,76/4995.mat,success,0,2.147472,0.047591
0.026804,0.057128,0.006700,1,76/5209.mat,fail,0,1.427217,0.046977
0.037849,0.022506,0.037202,1,76/5390.mat,success,0,0.585110,0.039763
0.044584,0.018011,0.034880,1,76/5396.mat,success,0,2.357548,0.057486
0.063703,0.011914,0.030352,1,76/5780.mat,fail,0,2.693584,0.023616
0.054577,0.017178,0.030681,1,76/6615.mat,success,0,2.886223,0.074123
0.068580,0.051552,0.006051,1,76/6971.mat,success,0,2.595578,0.104678
0.068560,0.049243,0.008982,1,76/7488.mat,success,0,1.987935,0.048086
0.037913,0.029213,0.052791,1,76/7689.mat,success,0,4.379825,0.046545
0.081049,0.012542,0.048664,1,76/8054.mat,fail,0,4.669929,0.028989
0.020605,0.066019,0.047586,1,76/8749.mat,success,0,2.819516,0.038575
0.024458,0.034052,0.057078,1,76/9193.mat,success,0,3.728286,0.085354
0.007405,0.054108,0.032554,1,76/9305.mat,success,0,3.342428,0.045679
0.029812,0.015502,0.041473,1,77/1002.mat,fail,0,1.810676,0.043248
0.056243,0.068700,0.013514,1,77/1821.mat,success,0,2.320072,0.060908
0.016494,0.054249,0.070716,1,77/2309.mat,success,0,3.547373,0.080883
0.017328,0.059746,0.098815,1,77/30.mat,success,0,3.858958,0.051530
0.024977,0.005824,0.092953,1,77/3067.mat,fail,0,4.186945,0.073922
0.014026,0.032115,0.044732,1,77/3647.mat,success,0,3.950577,0.032268
0.007465,0.036625,0.061021,1,77/3879.mat,success,0,4.170945,0.049167
0.061999,0.014417,0.053114,1,77/4338.mat,success,0,2.104217,0.039861
0.115870,0.035580,0.014306,1,77/5209.mat,success,0,3.354480,0.054611
0.014334,0.088184,0.106502,1,77/5831.mat,success,0,4.689193,0.053101
0.008466,0.034405,0.058433,1,77/6099.mat,fail,0,5.914042,0.065143
